row_id,emoji,unicode,unicode_slug,name,unicode_description,emojinet_name,emojinet_category,emojinet_shortcode,emojinet_definition,emojinet_keywords,canonical_unicode_image_path,available_vendor_count,available_vendors,has_apple,has_google,has_facebook,has_windows,has_twitter,has_joypixels,has_samsung,has_gmail,has_softbank,has_docomo,has_kddi,emotion_primary,sentiment,has_tears,has_sweat,has_hearts,has_tongue,has_glasses,has_mask,has_halo,has_horns,has_hat,has_temperature
50,😷,U+1F637,U+1F637,face with medical mask,face with medical mask,face with medical mask,Emoticons -> Faces,:mask:,"A person with a surgical mask on their face, generally used in a hospital setting, or when working with dangerous fumes. Also seen in public http://emojipedia.org/face-with-medical-mask/",medicine|mask|cold|doctor|sick|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0050_u1f637.png,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1,sick,negative,0,0,0,0,0,1,0,0,0,0
51,🤒,U+1F912,U+1F912,face with thermometer,face with thermometer,face with thermometer,Supplemental Symbols And Pictographs -> Emoticon faces,,"A face shown with a thermometer, presumed to be feeling sick. May be used for a patient in hospital, or for a common cold. Differs from the  http://emojipedia.org/face-with-thermometer/",thermometer|ill|sick|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0051_u1f912.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,sick,negative,0,0,0,0,0,0,0,0,0,1
52,🤕,U+1F915,U+1F915,face with head-bandage,face with head-bandage,face with head-bandage,Supplemental Symbols And Pictographs -> Emoticon faces,,"A face showing a bandage wrapped around the head. Used to show someone who has been injured. Differs from the face with thermometer, which i http://emojipedia.org/face-with-head-bandage/",hurt|bandage|face|injury,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0052_u1f915.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,sick,negative,0,0,0,0,0,0,0,0,0,0
53,🤢,U+1F922,U+1F922,nauseated face,nauseated face,nauseated face,Supplemental Symbols And Pictographs -> Emoticon faces,,"A green face, shown with pursed lipsed as though it may be about to vomit. Used literally for sickness, or as a display of disgust. Differs  http://emojipedia.org/nauseated-face/",nauseated|face|vomit,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0053_u1f922.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,sick,negative,0,0,0,0,0,0,0,0,0,0
54,🤮,U+1F92E,U+1F92E,face vomiting,face vomiting,,,,,,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0054_u1f92e.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,sick,negative,0,0,0,0,0,0,0,0,0,0
55,🤧,U+1F927,U+1F927,sneezing face,sneezing face,sneezing face,Supplemental Symbols And Pictographs -> Emoticon faces,,"A face displayed sneezing with a tissue blowing to one side, and closed eyes. Sneezing Face was approved as part of Unicode 9.0 in 2016 and  http://emojipedia.org/sneezing-face/",sneeze|gesundheit|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0055_u1f927.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,sick,negative,0,0,0,0,0,0,0,0,0,0
56,🥵,U+1F975,U+1F975,hot face,hot face,,,,,,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0056_u1f975.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,sick,negative,0,0,0,0,0,0,0,0,0,1
57,🥶,U+1F976,U+1F976,cold face,cold face,,,,,,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0057_u1f976.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,sick,negative,0,0,0,0,0,0,0,0,0,1
58,🥴,U+1F974,U+1F974,woozy face,woozy face,,,,,,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0058_u1f974.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,sick,negative,0,0,0,0,0,0,0,0,0,0
59,😵,U+1F635,U+1F635,knocked-out face,face with crossed-out eyes,dizzy face,Emoticons -> Faces,:dizzy_face:,"A dizzy face, looking sick or confused from being spun around in circles too many times. Difficult to distinguish from the Astonished Face i http://emojipedia.org/dizzy-face/",face|dizzy,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0059_u1f635.png,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|DoCoMo|KDDI,1,1,1,1,1,1,1,1,0,1,1,sick,negative,0,0,0,0,0,0,0,0,0,0
60,😵‍💫,U+1F635 U+200D U+1F4AB,U+1F635-U+200D-U+1F4AB,face with spiral eyes,face with spiral eyes,,,,,,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0060_u1f635_u200d_u1f4ab.png,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1,surprised,mixed,0,0,0,0,0,0,0,0,0,0
61,🤯,U+1F92F,U+1F92F,exploding head,exploding head,,,,,,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0061_u1f92f.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,surprised,mixed,0,0,0,0,0,0,0,0,0,0
62,🤠,U+1F920,U+1F920,cowboy hat face,cowboy hat face,cowboy hat face,Supplemental Symbols And Pictographs -> Emoticon faces,,"A face displayed wearing a wide-brimmed cowboy hat. Shown as a yellow smiley, with non-human appearance. Cowboy Hat Face was approved as par http://emojipedia.org/face-with-cowboy-hat/",cowgirl|hat|face|cowboy,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0062_u1f920.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,cool,positive,0,0,0,0,0,0,0,0,1,0
63,🥳,U+1F973,U+1F973,partying face,partying face,,,,,,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0063_u1f973.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,joy,positive,0,0,0,0,0,0,0,0,0,0
64,🥸,U+1F978,U+1F978,disguised face,disguised face,,,,,,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0064_u1f978.png,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0,other,mixed,0,0,0,0,0,0,0,0,0,0
65,😎,U+1F60E,U+1F60E,smiling face with sunglasses,smiling face with sunglasses,smiling face with sunglasses,Emoticons -> Faces,:sunglasses:,"A face smiling and wearing dark sunglasses that is used to denote a sense of cool. The nerd face emoji is a similar face, but with regular g http://emojipedia.org/smiling-face-with-sunglasses/",eyewear|smile|eye|sun|glasses|sunglasses|face|bright|cool,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0065_u1f60e.png,8,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail,1,1,1,1,1,1,1,1,0,0,0,joy,positive,0,0,0,0,1,0,0,0,0,0
66,🤓,U+1F913,U+1F913,nerd face,nerd face,nerd face,Supplemental Symbols And Pictographs -> Emoticon faces,,"A sterotypically “nerd-like” face with glasses, and buck teeth. Nerd Face was approved as part of Unicode 8.0 in 2015 and added to Emoji 1.0 http://emojipedia.org/nerd-face/",face|geek|nerd,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0066_u1f913.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,cool,positive,0,0,0,0,1,0,0,0,0,0
67,🧐,U+1F9D0,U+1F9D0,face with monocle,face with monocle,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,cool,positive,0,0,0,0,1,0,0,0,0,0
68,😕,U+1F615,U+1F615,confused face,confused face,confused face,Emoticons -> Faces,:confused:,"Part displeased, part unsure what to think. This face isn’t sad, but is a bit confused and puzzled by the situation. On the spectrum of disp http://emojipedia.org/confused-face/",confused|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0068_u1f615.png,8,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail,1,1,1,1,1,1,1,1,0,0,0,neutral,mixed,0,0,0,0,0,0,0,0,0,0
69,😟,U+1F61F,U+1F61F,worried face,worried face,worried face,Emoticons -> Faces,:worried:,"Face with a sad mouth, and worried-looking eyebrows. Worried Face was approved as part of Unicode 6.1 in 2012 and added to Emoji 1.0 in 2015 http://emojipedia.org/worried-face/",face|worried,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0069_u1f61f.png,8,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail,1,1,1,1,1,1,1,1,0,0,0,fear,negative,0,0,0,0,0,0,0,0,0,0
70,🙁,U+1F641,U+1F641,slightly frowning face,slightly frowning face,slightly frowning face,Emoticons -> Faces,,"A face that is a little bit sad, with a slight frown and neutral eyes. Slightly Frowning Face was approved as part of Unicode 7.0 in 2014 an http://emojipedia.org/slightly-frowning-face/",face|frown,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0070_u1f641.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,sad,negative,0,0,0,0,0,0,0,0,0,0
71,☹,U+2639,U+2639,frowning face,,frowning face,Miscellaneous Symbols -> Emoticons,,A frowning face with an unhappy mouth curving downward. This face is a more extreme version of the slightly frowning face. See the glossary  http://emojipedia.org/white-frowning-face/,face|frown,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,sad,negative,0,0,0,0,0,0,0,0,0,0
72,😮,U+1F62E,U+1F62E,face with open mouth,face with open mouth,face with open mouth,Emoticons -> Faces,:open_mouth:,"A face with the mouth wide open, which is generally used to represent an element of surprise. Can also be used for “mock shock”, as it is le http://emojipedia.org/face-with-open-mouth/",mouth|open|sympathy|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0072_u1f62e.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,surprised,mixed,0,0,0,0,0,0,0,0,0,0
73,😯,U+1F62F,U+1F62F,hushed face,hushed face,hushed face,Emoticons -> Faces,:hushed:,"A face that looks more surprised than hushed, it has high eyebrows, and an open mouth. The appearance is similar to the Astonished face, but http://emojipedia.org/hushed-face/",surprised|stunned|hushed|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0073_u1f62f.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,surprised,mixed,0,0,0,0,0,0,0,0,0,0
74,😲,U+1F632,U+1F632,astonished face,astonished face,astonished face,Emoticons -> Faces,:astonished:,"An astonished face, with a wide open mouth, gasping in shock or surprise. The Google artwork for this emoji looks slightly inebriated, with  http://emojipedia.org/astonished-face/",totally|shocked|astonished|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0074_u1f632.png,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1,surprised,mixed,0,0,0,0,0,0,0,0,0,0
75,😳,U+1F633,U+1F633,flushed face,flushed face,flushed face,Emoticons -> Faces,:flushed:,"An embarrassed face with flushed red cheeks. This face is blushing due to a mistake, or other embarrassing situation. In the Apple artwork t http://emojipedia.org/flushed-face/",flushed|face|dazed,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0075_u1f633.png,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1,surprised,mixed,0,0,0,0,0,0,0,0,0,0
76,🥺,U+1F97A,U+1F97A,pleading face,pleading face,,,,,,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0076_u1f97a.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,surprised,mixed,0,0,0,0,0,0,0,0,0,0
77,😦,U+1F626,U+1F626,frowning face with open mouth,frowning face with open mouth,frowning face with open mouth,Emoticons -> Faces,:frowning:,Face with open eyes and open mouth. The Apple artwork for this emoji looks like a person yawning. Google and Microsoft’s artwork appear clos http://emojipedia.org/frowning-face-with-open-mouth/,mouth|open|face|frown,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0077_u1f626.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,surprised,mixed,0,0,0,0,0,0,0,0,0,0
78,😧,U+1F627,U+1F627,anguished face,anguished face,anguished face,Emoticons -> Faces,:anguished:,"This face has raised eyebrows, open eyes and open mouth. A mixture of shock and disappointment. Anguished Face was approved as part of Unico http://emojipedia.org/anguished-face/",anguished|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0078_u1f627.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,sad,negative,0,0,0,0,0,0,0,0,0,0
79,😨,U+1F628,U+1F628,fearful face,fearful face,fearful face,Emoticons -> Faces,:fearful:,A face with wide open eyes and raised eyebrows. Appears to be shocked by a scary event. Fearful Face was approved as part of Unicode 6.0 in  http://emojipedia.org/fearful-face/,scared|fearful|fear|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0079_u1f628.png,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1,fear,negative,0,0,0,0,0,0,0,0,0,0
80,😰,U+1F630,U+1F630,anxious face with sweat,anxious face with sweat,face with open mouth & cold sweat,Emoticons -> Faces,:cold_sweat:,"A look of concern, with a blue forehead and sweat dripping down the cheek. The exception to this emoji was the Windows version which appeare http://emojipedia.org/face-with-open-mouth-and-cold-sweat/",blue|cold|mouth|open|sweat|rushed|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0080_u1f630.png,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1,fear,negative,0,1,0,0,0,0,0,0,0,0
81,😥,U+1F625,U+1F625,sad but relieved face,sad but relieved face,disappointed but relieved face,Emoticons -> Faces,:disappointed_relieved:,"This face has sweat dripping from its brow, due to a stressful situation. Not to be confused with the Crying Face emoji, which has a tear on http://emojipedia.org/disappointed-but-relieved-face/",disappointed|whew|relieved|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0081_u1f625.png,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank,1,1,1,1,1,1,1,1,1,0,0,neutral,mixed,0,0,0,0,0,0,0,0,0,0
82,😢,U+1F622,U+1F622,crying face,crying face,crying face,Emoticons -> Faces,:cry:,"A sad face with a single tear running from one eye, down the cheek. Hurt and upset, but not crying hysterically. Some versions of this emoji http://emojipedia.org/crying-face/",sad|face|cry|tear,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0082_u1f622.png,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1,sad,negative,1,0,0,0,0,0,0,0,0,0
83,😭,U+1F62D,U+1F62D,loudly crying face,loudly crying face,loudly crying face,Emoticons -> Faces,:sob:,A sad face with tears streaming down both cheeks. This face is distraught and inconsolable. Not to be confused with the tears of joy emoji.  http://emojipedia.org/loudly-crying-face/,sob|sad|face|cry|tear,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0083_u1f62d.png,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1,sad,negative,1,0,0,0,0,0,0,0,0,0
84,😱,U+1F631,U+1F631,face screaming in fear,face screaming in fear,face screaming in fear,Emoticons -> Faces,:scream:,A screaming face with two hands holding the jaw and cheeks in fear. Wide eyes are shown with an open mouth. The Samsung version of this emoj http://emojipedia.org/face-screaming-in-fear/,scared|munch|fearful|scream|fear|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0084_u1f631.png,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1,fear,negative,0,0,0,0,0,0,0,0,0,0
85,😖,U+1F616,U+1F616,confounded face,confounded face,confounded face,Emoticons -> Faces,:confounded:,"On the verge of tears, this emoji has tightly closed eyes, and a quivering mouth. Confounded Face was approved as part of Unicode 6.0 in 201 http://emojipedia.org/confounded-face/",face|confounded,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0085_u1f616.png,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1,sad,negative,0,0,0,0,0,0,0,0,0,0
86,😣,U+1F623,U+1F623,persevering face,persevering face,persevering face,Emoticons -> Faces,:persevere:,"Face with scrunched up and closed eyes, frowning. Used to show helplessness in a situation. May be on the verge of tears. Persevering Face w http://emojipedia.org/persevering-face/",persevere|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0086_u1f623.png,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1,sad,negative,0,0,0,0,0,0,0,0,0,0
87,😞,U+1F61E,U+1F61E,disappointed face,disappointed face,disappointed face,Emoticons -> Faces,:disappointed:,A sad face with a frowning mouth and disappointed eyes. Not to be confused with the pensive face which is more remorseful. Disappointed Face http://emojipedia.org/disappointed-face/,disappointed|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0087_u1f61e.png,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo,1,1,1,1,1,1,1,1,1,1,0,sad,negative,0,0,0,0,0,0,0,0,0,0
88,😓,U+1F613,U+1F613,downcast face with sweat,downcast face with sweat,face with cold sweat,Emoticons -> Faces,:sweat:,"A face with a sad or neutral mouth, with a single drop of sweat. Face With Cold Sweat was approved as part of Unicode 6.0 in 2010 and added  http://emojipedia.org/face-with-cold-sweat/",cold|sweat|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0088_u1f613.png,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1,sad,negative,0,1,0,0,0,0,0,0,0,0
89,😩,U+1F629,U+1F629,weary face,weary face,weary face,Emoticons -> Faces,:weary:,"A distraught-looking emoji with an open mouth, and crescent shaped eyes. Appears to have given up. Very similar in appearance to the Tired F http://emojipedia.org/weary-face/",tired|face|weary,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0089_u1f629.png,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1,sad,negative,0,0,0,0,0,0,0,0,0,0
90,😫,U+1F62B,U+1F62B,tired face,tired face,tired face,Emoticons -> Faces,:tired_face:,An exhausted-looking face with an open mouth and tightly closed eyes. On some platforms this emoji is similar in appearance to the Weary Fac http://emojipedia.org/tired-face/,tired|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0090_u1f62b.png,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1,sad,negative,0,0,0,0,0,0,0,0,0,0
91,🥱,U+1F971,U+1F971,yawning face,yawning face,,,,,,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0091_u1f971.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,sad,negative,0,0,0,0,0,0,0,0,0,0
92,😤,U+1F624,U+1F624,face with steam from nose,face with steam from nose,face with steam from nose,Emoticons -> Faces,:triumph:,"A face with air coming out of its nose, in a proud yet disdainful way. Commonly used for representing frustration at a situation, or a being http://emojipedia.org/face-with-look-of-triumph/",triumph|face|won,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0092_u1f624.png,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1,angry,negative,0,0,0,0,0,0,0,0,0,0
93,😡,U+1F621,U+1F621,pouting face,enraged face,pouting face,Emoticons -> Faces,:rage:,"A pouting face outwardly showing displeasure with a person or situation. Displayed with a furrowed brow on most platforms, this emoji is com http://emojipedia.org/pouting-face/",rage|angry|pouting|face|red|mad,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0093_u1f621.png,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1,angry,negative,0,0,0,0,0,0,0,0,0,0
94,😠,U+1F620,U+1F620,angry face,angry face,angry face,Emoticons -> Faces,:angry:,"An angry looking face. Has inward-facing eyebrows, and a frowning mouth. Expresses anger, grumpiness or annoyance at a situation. Angry Face http://emojipedia.org/angry-face/",angry|face|mad,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0094_u1f620.png,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1,angry,negative,0,0,0,0,0,0,0,0,0,0
95,🤬,U+1F92C,U+1F92C,face with symbols on mouth,face with symbols on mouth,,,,,,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0095_u1f92c.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,angry,negative,0,0,0,0,0,0,0,0,0,0
96,😈,U+1F608,U+1F608,smiling face with horns,smiling face with horns,smiling face with horns,Emoticons -> Faces,:smiling_imp:,"A smiling devil-like face. Has an evil-looking smiling face with inward facing eyebrows. In Apple’s artwork, this appears purple, and nearly http://emojipedia.org/smiling-face-with-horns/",smile|fairy tale|horns|fantasy|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0096_u1f608.png,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0,joy,positive,0,0,0,0,0,0,0,1,0,0
97,👿,U+1F47F,U+1F47F,angry face with horns,angry face with horns,angry face with horns,Miscellaneous Symbols And Pictographs -> Fairy tale symbols,:imp:,"A less-evil version of a demon; the Imp is a cheeky and mischievous character originating in Germanic Folkore. Shows as purple on iOS, orang http://emojipedia.org/imp/",fairy tale|devil|imp|fantasy|demon|face,/Users/ningzd/Desktop/Pic_Gen/data/processed/emoji_editing/images/unicode_256/0097_u1f47f.png,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1,angry,negative,0,0,0,0,0,0,0,1,0,0
